flight_id,carrier,date,origin,dest,distance,sched_dep_time,sched_arr_time,dep_time,arr_time,dep_delay,arr_delay,cancelled
F101094,LH,2024-02-14,BOS,ATL,1505,03:15,06:23,03:52,07:04,37.0,41.0,0
F101095,AI,2024-11-20,IAH,ATL,404,14:35,15:25,15:02,15:47,27.0,22.0,0
F101096,SW,2024-07-14,MSP,BWI,1070,03:45,05:58,03:48,06:16,,18.0,0
F101097,EK,2024-01-04,EWR,CLT,1438,11:45,14:44,11:50,14:44,5.0,-16.0,0
F101098,LH,2024-07-31,SEA,JFK,618,01:00,02:17,01:25,02:47,25.0,30.0,0
F101099,AI,2024-03-28,LAS,PHX,200,18:20,19:00,18:20,19:00,-38.0,-34.0,0
F101100,AA,2024-03-06,BWI,EWR,365,20:20,21:05,20:20,21:05,-17.0,-7.0,0
F101101,LH,2024-12-29,SEA,ATL,1721,04:35,08:10,04:35,08:10,-12.0,-11.0,0
F101102,BA,2024-06-14,IAH,DEN,955,06:15,08:14,06:18,08:19,3.0,5.0,0
F101103,AA,2024-02-10,SAN,IAH,1453,18:20,21:21,18:20,21:21,-10.0,-26.0,0
F101104,AF,2024-11-30,DEN,MIA,2014,07:05,11:16,07:39,11:39,34.0,23.0,0
F101105,LH,2024-05-20,MIA,LAX,1081,02:30,04:45,03:02,05:28,32.0,43.0,0
F101106,EK,2024-02-24,SAN,ATL,1277,04:05,06:44,04:08,07:10,3.0,26.0,0
F101107,SW,2024-09-08,CLT,ATL,1132,00:20,02:41,00:20,02:47,-6.0,6.0,0
F101108,LH,2024-03-23,LAS,DTW,1057,05:05,,05:21,,16.0,20.0,0
F101109,AA,2024-06-26,ATL,PHX,1298,15:40,18:22,,,,,1
F101110,QF,2024-04-08,MIA,ATL,412,19:00,19:51,19:00,19:51,-29.0,-10.0,0
F101111,AF,2024-01-16,ATL,SEA,1149,10:30,12:53,10:56,13:00,26.0,7.0,0
F101112,EK,2024-06-27,SFO,ORD,1640,22:35,02:00,22:35,02:00,-6.0,-14.0,0
F101113,LH,2024-03-29,SFO,BOS,961,06:50,08:50,06:50,08:50,-17.0,-15.0,0
F101114,AI,2024-04-15,BOS,DEN,918,23:25,01:19,23:59,02:13,34.0,54.0,0
F101115,AF,2024-11-06,SAN,ATL,1888,12:20,16:16,12:20,16:16,-50.0,-59.0,0
F101116,EK,2024-09-18,DEN,LAX,200,08:40,09:20,08:40,09:20,-23.0,-29.0,0
F101117,QF,2024-01-16,PHX,EWR,1246,03:30,06:05,03:30,06:05,-6.0,-10.0,0
F101118,SW,2024-03-15,PHX,CLT,1109,10:15,,10:15,,-36.0,-44.0,0
F101119,AI,2024-10-14,LAS,SEA,697,02:20,03:47,02:22,03:52,2.0,5.0,0
F101120,AI,2024-11-26,ORD,SAN,1900,13:50,17:47,14:20,18:10,30.0,23.0,0
F101121,EK,2024-05-20,DTW,LAX,843,13:15,15:00,13:15,15:00,-1.0,-5.0,0
F101122,AI,2024-01-10,JFK,LAS,1163,20:40,23:05,20:40,23:05,-39.0,-26.0,0
F101123,LH,2024-09-27,LAX,BWI,2016,01:10,05:22,01:10,05:22,0.0,-1.0,0
F101124,BA,2024-06-26,MIA,PHX,1094,12:15,14:31,12:47,15:01,32.0,30.0,0
F101125,EK,2024-07-10,DTW,ATL,1560,19:15,22:30,19:34,23:19,19.0,49.0,0
F101126,AF,2024-03-28,EWR,SEA,802,02:45,04:25,02:45,04:25,-42.0,-57.0,0
F101127,AA,2024-01-23,LAX,BOS,1007,03:00,05:05,03:33,05:32,33.0,27.0,0
F101128,LH,2024-03-11,MIA,DEN,861,18:25,20:12,18:49,20:26,24.0,14.0,0
F101129,LH,2024-09-24,MSP,ATL,633,16:45,18:04,16:45,18:04,-22.0,-6.0,0
F101130,EK,2024-05-15,SEA,ORD,1925,09:55,13:55,09:55,13:55,-32.0,-32.0,0
F101131,SW,2024-09-10,ORD,ATL,1844,01:45,,02:02,,17.0,13.0,0
F101132,DL,2024-10-29,LAS,SFO,200,16:35,17:15,17:11,17:57,36.0,42.0,0
F101133,UA,2024-03-07,PHL,ATL,200,07:10,07:50,07:47,08:10,37.0,20.0,0
F101134,LH,2024-05-22,SFO,ORD,867,13:30,15:18,13:30,15:39,0.0,21.0,0
F101135,EK,2024-05-03,ATL,DFW,843,00:25,02:10,,,,,1
F101136,QF,2024-05-15,MSP,PHX,841,03:35,05:20,03:35,05:20,-27.0,-33.0,0
F101137,QF,2024-08-13,LAS,LAX,509,08:10,09:13,08:10,09:13,-12.0,-10.0,0
F101138,BA,2024-03-31,SFO,EWR,200,19:05,19:45,19:05,19:45,-31.0,-30.0,0
F101139,SW,2024-02-28,ATL,MIA,1072,01:00,03:14,01:01,03:17,1.0,3.0,0
F101140,AI,2024-07-20,CLT,EWR,754,03:45,05:19,03:52,05:33,7.0,14.0,0
F101141,SW,2024-12-27,PHX,BOS,1256,19:05,21:42,19:05,21:45,-10.0,3.0,0
F101142,EK,2024-03-28,BOS,SEA,1094,10:50,13:06,11:28,14:03,38.0,57.0,0
F101143,AA,2024-06-20,DTW,EWR,200,00:30,01:10,00:30,01:10,-14.0,-2.0,0
F101144,AA,2024-08-30,SAN,PHX,200,18:00,18:40,18:43,19:21,43.0,41.0,0
F101145,AI,2024-09-25,BOS,SEA,1345,16:30,19:18,16:34,19:18,4.0,-11.0,0
F101146,AF,2024-06-28,MSP,PHL,1633,17:05,20:29,18:21,21:41,76.0,72.0,0
F101147,BA,2024-12-05,LAS,IAH,806,19:25,21:05,19:26,21:19,1.0,14.0,0
F101148,LH,2024-07-01,SEA,DFW,200,15:00,15:40,15:00,15:40,-45.0,-66.0,0
F101149,DL,2024-11-23,SFO,EWR,1387,03:05,05:58,03:31,06:15,26.0,17.0,0
F101150,QF,2024-12-13,DEN,BOS,1299,11:10,13:52,11:21,14:01,11.0,9.0,0
F101151,AA,2024-12-25,BWI,PHL,1582,10:40,13:57,10:40,13:57,-23.0,-7.0,0
F101152,AF,2024-01-05,BOS,ATL,562,15:50,17:00,16:42,17:42,52.0,42.0,0
F101153,QF,2024-09-06,DEN,LAS,789,09:15,10:53,,,,,1
F101154,AA,2024-10-30,SFO,LAS,1035,03:00,05:09,,,,,1
F101155,AF,2024-05-08,JFK,ORD,1031,04:10,06:18,04:29,06:24,19.0,6.0,0
F101156,QF,2024-05-18,DFW,ORD,977,04:55,06:57,05:05,07:03,10.0,6.0,0
F101157,EK,2024-12-13,PHX,SEA,1242,20:20,22:55,20:20,22:55,-27.0,-29.0,0
F101158,BA,2024-03-29,SAN,BOS,548,18:20,19:28,18:20,19:46,-1.0,18.0,0
F101159,SW,2024-08-01,MIA,DFW,1879,17:45,21:39,18:24,22:14,39.0,35.0,0
F101160,QF,2024-08-11,DEN,EWR,1544,03:30,06:43,03:40,06:56,10.0,13.0,0
F101161,AF,2024-08-06,MSP,PHX,953,14:20,16:19,14:21,16:31,1.0,12.0,0
F101162,LH,2024-11-10,ORD,DEN,897,09:45,11:37,09:53,11:53,8.0,16.0,0
F101163,BA,2024-03-05,LAX,EWR,687,12:50,,13:20,,30.0,21.0,0
F101164,AA,2024-05-18,ORD,LAX,1235,20:15,22:49,20:15,22:49,-50.0,-55.0,0
F101165,AF,2024-10-26,LAX,DFW,2246,21:35,02:15,22:08,03:08,33.0,53.0,0
F101166,EK,2024-12-11,DFW,MIA,599,20:30,21:44,20:30,21:54,0.0,10.0,0
F101167,EK,2024-02-28,SAN,SFO,1305,02:00,04:43,02:48,05:21,48.0,38.0,0
F101168,DL,2024-09-15,DTW,JFK,889,14:20,16:11,14:20,16:11,-37.0,-48.0,0
F101169,SW,2024-11-09,IAH,MIA,1644,21:25,00:50,21:25,00:50,-16.0,-5.0,0
F101170,UA,2024-03-28,DFW,MIA,1995,16:55,21:04,16:58,21:15,3.0,11.0,0
F101171,DL,2024-07-07,BWI,DTW,1445,21:05,00:05,21:05,00:05,-24.0,-29.0,0
F101172,LH,2024-05-25,DFW,JFK,397,14:15,15:04,,,,,1
F101173,BA,2024-01-22,LAX,DTW,677,11:30,12:54,11:55,13:14,25.0,20.0,0
F101174,AF,2024-04-17,PHL,IAH,978,11:55,13:57,11:55,13:57,-19.0,-2.0,0
F101175,AI,2024-03-12,LAS,DTW,672,08:50,10:14,09:35,11:02,45.0,48.0,0
F101176,LH,2024-10-21,DTW,DEN,200,22:35,23:15,22:38,23:15,3.0,-8.0,0
F101177,AI,2024-11-12,PHX,SAN,1353,12:15,15:04,12:15,15:08,0.0,4.0,0
F101178,DL,2024-06-14,DTW,PHL,778,07:55,09:32,07:55,09:32,-7.0,-17.0,0
F101179,LH,2024-02-01,EWR,ORD,1501,19:05,22:12,19:08,22:13,3.0,1.0,0
F101180,AI,2024-06-13,JFK,SFO,881,03:55,05:45,03:55,05:45,-10.0,-12.0,0
F101181,SW,2024-08-12,MIA,PHL,1123,21:05,23:25,21:05,23:25,-19.0,-28.0,0
F101182,SW,2024-01-13,ORD,SAN,1826,20:50,00:38,20:50,00:38,-14.0,-28.0,0
F101183,LH,2024-02-06,BWI,IAH,1510,10:30,13:38,10:30,13:38,-19.0,-17.0,0
F101184,SW,2024-08-30,SFO,SAN,200,16:10,16:50,16:37,17:33,27.0,43.0,0
F101185,EK,2024-02-06,EWR,CLT,1290,18:15,20:56,18:15,20:56,-31.0,-19.0,0
F101186,AA,2024-06-18,SAN,IAH,503,00:45,01:47,00:45,01:47,-22.0,-25.0,0
F101187,AF,2024-05-27,ORD,SFO,757,02:35,04:09,02:35,04:20,-6.0,11.0,0
F101188,LH,2024-10-06,SAN,LAX,2207,22:15,02:50,22:15,02:50,-27.0,-33.0,0
F101189,AA,2024-05-13,LAS,MSP,1085,06:10,08:25,06:10,08:29,-3.0,4.0,0
F101190,AF,2024-09-09,LAX,MIA,1549,02:40,05:53,02:40,06:10,-5.0,17.0,0
F101191,DL,2024-10-09,EWR,ORD,200,15:30,16:10,16:14,16:51,44.0,41.0,0
F101192,AF,2024-06-04,EWR,PHL,1471,07:00,10:03,,,,,1
F101193,SW,2024-12-15,IAH,CLT,382,21:55,,21:55,,-16.0,-6.0,0
F101194,UA,2024-10-08,EWR,MSP,200,04:15,04:55,04:47,05:44,32.0,49.0,0
F101195,SW,2024-01-30,LAS,MSP,1106,07:45,10:03,,,,,1
F101196,LH,2024-01-24,IAH,SAN,1085,00:55,03:10,00:55,03:10,-14.0,-4.0,0
F101197,BA,2024-06-28,LAX,PHX,1208,19:50,22:21,19:50,22:21,-16.0,-19.0,0
F101198,DL,2024-05-08,ORD,ATL,904,17:45,19:38,17:45,19:38,-3.0,-17.0,0
F101199,SW,2024-07-06,MSP,BOS,1419,17:05,20:02,17:06,20:05,1.0,3.0,0
F100636,AI,2024-11-18,MIA,LAX,267,15:40,16:20,15:47,16:31,7.0,11.0,0
F100683,AF,2024-11-27,BOS,SEA,1124,02:00,04:20,02:33,04:32,33.0,12.0,0
F101033,DL,2024-01-24,DEN,MIA,803,17:45,19:25,17:45,19:44,-1.0,19.0,0
F100190,QF,2024-05-08,BOS,ORD,200,06:50,07:30,06:50,07:30,-18.0,-38.0,0
F101083,AF,2024-04-19,EWR,PHL,368,01:45,02:31,01:54,02:39,9.0,8.0,0
